id_cliente,perfil_renda_origem,renda_media,renda_desvio,coef_variacao_renda,meses_com_renda,renda_confiavel,despesa_media_mensal,despesa_fixa_total,despesa_fixa_mensal_media,saldo_medio_mensal,comprometimento_fixo,idade,genero,perfil_financeiro
485,estavel,3169.51,334.37,0.1055,12,True,3000.75,13790.28,1149.19,168.76,0.3626,54,F,Saudável
486,moderado,4847.73,1041.0,0.2147,12,True,5668.72,14854.2,1237.85,-820.99,0.2553,45,M,Em risco
487,moderado,2618.46,524.31,0.2002,12,True,2487.07,14352.96,1196.08,131.39,0.4568,55,F,Em observação
488,estavel,3159.02,484.46,0.1534,12,True,3421.61,20877.72,1739.81,-262.59,0.5507,42,F,Em risco
489,moderado,3956.33,847.8,0.2143,12,True,2641.65,25054.92,2087.91,1314.68,0.5277,49,F,Em observação
490,moderado,5948.7,1992.69,0.335,12,True,5130.98,20117.04,1676.42,817.72,0.2818,33,M,Saudável
491,moderado,2894.85,650.0,0.2245,12,True,1882.32,8579.52,714.96,1012.53,0.247,50,F,Saudável
492,moderado,1658.52,512.92,0.3093,12,True,1291.99,5172.6,431.05,366.53,0.2599,36,M,Saudável
493,moderado,1604.05,381.55,0.2379,12,True,1538.28,8340.24,695.02,65.77,0.4333,19,F,Em observação
494,estavel,2156.02,276.29,0.1281,12,True,1807.45,10351.32,862.61,348.57,0.4001,57,F,Em observação
495,alto,2104.5,870.78,0.4138,12,True,1190.57,5886.12,490.51,913.93,0.2331,56,M,Em observação
496,moderado,3544.6,628.5,0.1773,12,True,2067.55,14463.36,1205.28,1477.05,0.34,28,F,Saudável
497,moderado,2225.55,540.78,0.243,12,True,1271.66,4996.92,416.41,953.89,0.1871,59,M,Saudável
498,moderado,2769.76,746.25,0.2694,12,True,2516.22,17148.36,1429.03,253.54,0.5159,24,M,Em observação
499,moderado,2682.27,595.5,0.222,12,True,3195.93,19205.28,1600.44,-513.66,0.5967,29,M,Em risco
500,moderado,3116.69,485.21,0.1557,12,True,3320.03,16661.04,1388.42,-203.34,0.4455,42,F,Em risco
501,moderado,6890.39,1047.25,0.152,12,True,3298.59,14754.96,1229.58,3591.8,0.1784,29,F,Saudável
502,alto,5118.58,1938.12,0.3786,12,True,5506.54,51805.56,4317.13,-387.96,0.8434,22,M,Em risco
503,alto,3827.68,1384.16,0.3616,12,True,3783.86,13506.0,1125.5,43.82,0.294,37,M,Saudável
504,moderado,3088.05,696.28,0.2255,12,True,1673.25,9330.48,777.54,1414.8,0.2518,23,F,Saudável
505,moderado,3126.91,863.82,0.2763,12,True,2393.41,8830.68,735.89,733.5,0.2353,17,F,Saudável
506,alto,4403.88,1978.79,0.4493,12,True,4479.6,36975.12,3081.26,-75.72,0.6997,37,F,Em risco
507,estavel,4942.53,98.85,0.02,12,True,4542.57,30145.8,2512.15,399.96,0.5083,28,M,Em observação
508,alto,2525.84,1112.54,0.4405,12,True,1476.01,5636.88,469.74,1049.83,0.186,33,M,Em observação
509,moderado,3862.9,818.39,0.2119,12,True,3592.24,21419.4,1784.95,270.66,0.4621,38,F,Em observação
510,estavel,1523.14,281.48,0.1848,12,True,662.95,3648.72,304.06,860.19,0.1996,51,M,Saudável
511,estavel,4179.84,83.6,0.02,12,True,3259.82,13398.12,1116.51,920.02,0.2671,32,M,Saudável
512,alto,5354.67,2305.0,0.4305,12,True,5487.64,35146.68,2928.89,-132.97,0.547,45,M,Em risco
513,estavel,3350.03,553.74,0.1653,12,True,2758.12,15833.64,1319.47,591.91,0.3939,38,M,Saudável
514,estavel,8605.82,882.09,0.1025,12,True,6283.89,34110.6,2842.55,2321.93,0.3303,22,M,Saudável
515,estavel,2556.0,276.47,0.1082,12,True,2505.09,12436.68,1036.39,50.91,0.4055,34,M,Em observação
516,estavel,4190.62,359.26,0.0857,12,True,4171.58,24261.48,2021.79,19.04,0.4825,25,M,Em observação
517,estavel,3739.23,360.83,0.0965,12,True,3947.91,21527.52,1793.96,-208.68,0.4798,45,M,Em risco
518,moderado,3632.3,940.33,0.2589,12,True,3550.14,18270.36,1522.53,82.16,0.4192,48,F,Em observação
519,estavel,3609.45,142.67,0.0395,12,True,3662.32,14232.36,1186.03,-52.87,0.3286,52,M,Em risco
520,alto,3987.64,1969.51,0.4939,12,True,3795.93,30704.4,2558.7,191.71,0.6417,23,F,Em observação
521,alto,5565.48,2122.39,0.3813,12,True,4829.7,15209.88,1267.49,735.78,0.2277,40,M,Saudável
522,moderado,7063.79,1670.01,0.2364,12,True,5906.12,34313.04,2859.42,1157.67,0.4048,26,F,Em observação
523,estavel,3796.15,337.62,0.0889,12,True,2950.72,13170.72,1097.56,845.43,0.2891,55,F,Saudável
524,moderado,5484.32,1037.55,0.1892,12,True,3300.32,27086.28,2257.19,2184.0,0.4116,28,M,Em observação
525,estavel,2770.99,218.54,0.0789,12,True,1795.72,6130.08,510.84,975.27,0.1844,28,M,Saudável
526,moderado,5363.84,1013.08,0.1889,12,True,4126.07,15334.68,1277.89,1237.77,0.2382,52,F,Saudável
527,alto,2696.91,1069.1,0.3964,12,True,2328.68,7671.48,639.29,368.23,0.237,36,M,Saudável
528,alto,6207.75,2683.73,0.4323,12,True,6700.31,37670.76,3139.23,-492.56,0.5057,26,M,Em risco
529,alto,10275.78,4056.88,0.3948,12,True,8348.83,21444.0,1787.0,1926.95,0.1739,48,F,Saudável
530,estavel,3596.87,345.8,0.0961,12,True,3599.12,15039.48,1253.29,-2.25,0.3484,54,M,Em risco
531,moderado,1416.74,230.21,0.1625,12,True,1436.97,1724.4,143.7,-20.23,0.1014,27,F,Em risco
532,moderado,2969.42,758.98,0.2556,12,True,2311.22,12648.72,1054.06,658.2,0.355,41,M,Saudável
533,moderado,6615.03,1064.53,0.1609,12,True,6132.43,25385.88,2115.49,482.6,0.3198,23,M,Saudável
534,moderado,4873.86,934.25,0.1917,12,True,3782.92,8933.4,744.45,1090.94,0.1527,26,M,Saudável
535,estavel,4250.4,207.29,0.0488,12,True,4496.86,31451.52,2620.96,-246.46,0.6166,37,F,Em risco
536,estavel,5982.88,875.04,0.1463,12,True,5590.71,15017.76,1251.48,392.17,0.2092,37,M,Saudável
537,moderado,4725.65,1117.68,0.2365,12,True,2862.39,18532.56,1544.38,1863.26,0.3268,47,M,Saudável
538,estavel,6573.05,456.26,0.0694,12,True,5581.01,21085.8,1757.15,992.04,0.2673,54,F,Saudável
539,estavel,5747.37,603.11,0.1049,12,True,6417.86,50847.6,4237.3,-670.49,0.7373,36,M,Em risco
540,alto,7536.56,2597.4,0.3446,12,True,5934.12,37914.24,3159.52,1602.44,0.4192,19,F,Em observação
541,alto,4465.85,2000.0,0.4478,12,True,4021.89,12972.72,1081.06,443.96,0.2421,60,F,Em observação
542,moderado,5710.85,1826.76,0.3199,12,True,5244.03,17773.32,1481.11,466.82,0.2594,44,F,Saudável
543,alto,3309.49,1511.17,0.4566,12,True,2096.26,12849.96,1070.83,1213.23,0.3236,46,M,Em observação
544,alto,2898.94,1314.37,0.4534,12,True,2643.62,12075.36,1006.28,255.32,0.3471,50,M,Em observação
545,estavel,8191.09,879.78,0.1074,12,True,4661.63,22073.64,1839.47,3529.46,0.2246,21,F,Saudável
546,moderado,4188.29,1108.98,0.2648,12,True,2962.74,21717.0,1809.75,1225.55,0.4321,21,M,Em observação
547,moderado,5458.63,655.73,0.1201,12,True,5533.03,20429.88,1702.49,-74.4,0.3119,39,M,Em risco
548,estavel,4017.6,80.35,0.02,12,True,3552.43,18488.04,1540.67,465.17,0.3835,30,M,Saudável
549,alto,2918.5,1344.01,0.4605,12,True,2233.22,15092.88,1257.74,685.28,0.431,54,M,Em observação
550,moderado,3818.83,703.64,0.1843,12,True,3438.33,22336.8,1861.4,380.5,0.4874,35,F,Em observação
551,moderado,7251.43,2071.02,0.2856,12,True,5867.74,27887.64,2323.97,1383.69,0.3205,53,M,Saudável
552,estavel,4878.6,313.41,0.0642,12,True,4011.5,18131.88,1510.99,867.1,0.3097,23,M,Saudável
553,estavel,1759.16,35.18,0.02,12,True,1650.49,3152.64,262.72,108.67,0.1493,20,M,Saudável
554,alto,3449.2,1333.46,0.3866,12,True,2376.75,7460.04,621.67,1072.45,0.1802,33,M,Saudável
555,estavel,8474.26,169.49,0.02,12,True,7010.42,39349.8,3279.15,1463.84,0.387,26,F,Saudável
556,estavel,3451.44,235.71,0.0683,12,True,2636.18,12632.04,1052.67,815.26,0.305,22,M,Saudável
557,estavel,1690.1,119.29,0.0706,12,True,903.51,4675.56,389.63,786.59,0.2305,47,M,Saudável
558,moderado,8907.32,1770.57,0.1988,12,True,5828.22,40276.8,3356.4,3079.1,0.3768,21,F,Saudável
559,moderado,5165.89,1415.16,0.2739,12,True,5694.24,16529.4,1377.45,-528.35,0.2666,35,M,Em risco
560,moderado,3682.14,1030.73,0.2799,12,True,3274.34,15110.64,1259.22,407.8,0.342,42,F,Saudável
561,estavel,3215.11,229.82,0.0715,12,True,1870.4,10062.12,838.51,1344.71,0.2608,21,M,Saudável
562,estavel,6184.58,123.69,0.02,12,True,3356.6,12662.76,1055.23,2827.98,0.1706,57,F,Saudável
563,alto,2977.57,1431.81,0.4809,12,True,2381.49,18138.96,1511.58,596.08,0.5077,49,M,Em observação
564,moderado,6370.75,1578.47,0.2478,12,True,7014.28,46823.52,3901.96,-643.53,0.6125,52,F,Em risco
565,moderado,4850.05,1142.04,0.2355,12,True,3814.0,21214.44,1767.87,1036.05,0.3645,55,F,Saudável
566,moderado,4242.31,1141.5,0.2691,12,True,4476.74,37020.96,3085.08,-234.43,0.7272,18,M,Em risco
567,alto,4057.16,1589.43,0.3918,12,True,3583.88,8393.4,699.45,473.28,0.1724,31,F,Saudável
568,estavel,3512.28,633.75,0.1804,12,True,3178.0,15972.96,1331.08,334.28,0.379,54,M,Saudável
569,moderado,6083.25,1046.49,0.172,12,True,3525.67,20094.24,1674.52,2557.58,0.2753,42,F,Saudável
570,moderado,2574.35,662.8,0.2575,12,True,2545.4,8638.56,719.88,28.95,0.2796,55,F,Saudável
571,estavel,1831.5,36.63,0.02,12,True,1391.41,7765.8,647.15,440.09,0.3533,49,M,Saudável
572,alto,5010.32,2021.6,0.4035,12,True,4886.85,14895.84,1241.32,123.47,0.2478,56,F,Em observação
573,moderado,5048.33,1493.39,0.2958,12,True,3399.79,21360.84,1780.07,1648.54,0.3526,44,F,Saudável
574,alto,4716.7,2060.99,0.437,12,True,4018.01,27901.44,2325.12,698.69,0.493,29,F,Em observação
575,alto,4565.28,2246.1,0.492,12,True,4032.79,22302.12,1858.51,532.49,0.4071,58,F,Em observação
576,moderado,3289.57,762.68,0.2318,12,True,2606.24,4443.6,370.3,683.33,0.1126,31,M,Saudável
577,alto,5416.06,2408.8,0.4448,12,True,4835.56,15956.28,1329.69,580.5,0.2455,42,F,Em observação
578,moderado,3722.89,1072.91,0.2882,12,True,2874.25,17407.8,1450.65,848.64,0.3897,52,M,Saudável
579,alto,3052.01,1337.29,0.4382,12,True,2146.08,10898.16,908.18,905.93,0.2976,56,M,Em observação
580,estavel,3302.4,66.05,0.02,12,True,3662.32,4394.76,366.23,-359.92,0.1109,22,M,Em risco
581,moderado,9433.71,1696.54,0.1798,12,True,9516.84,69255.0,5771.25,-83.13,0.6118,33,M,Em risco
582,moderado,1740.66,430.92,0.2476,12,True,1188.95,6284.76,523.73,551.71,0.3009,26,M,Saudável
583,estavel,4758.37,474.77,0.0998,12,True,4388.74,15648.72,1304.06,369.63,0.2741,42,M,Saudável
584,moderado,1784.97,252.84,0.1416,12,True,1225.06,8368.32,697.36,559.91,0.3907,21,F,Saudável
585,alto,3619.36,1497.63,0.4138,12,True,2196.07,8389.92,699.16,1423.29,0.1932,59,F,Em observação
586,moderado,3126.36,596.87,0.1909,12,True,3145.39,11955.0,996.25,-19.03,0.3187,38,F,Em risco
587,estavel,1486.97,91.79,0.0617,12,True,763.21,4338.84,361.57,723.76,0.2432,34,M,Saudável
588,estavel,4527.04,90.54,0.02,12,True,4467.44,36837.96,3069.83,59.6,0.6781,35,F,Em observação
589,estavel,3202.67,155.59,0.0486,12,True,2480.5,19750.92,1645.91,722.17,0.5139,36,F,Em observação
590,estavel,1477.51,64.37,0.0436,12,True,1155.3,6570.72,547.56,322.21,0.3706,41,M,Saudável
591,alto,5544.5,2708.91,0.4886,12,True,4955.43,29099.76,2424.98,589.07,0.4374,41,F,Em observação
592,moderado,7248.2,1887.84,0.2605,12,True,6701.8,43325.16,3610.43,546.4,0.4981,33,F,Em observação
593,estavel,7430.23,540.25,0.0727,12,True,4987.6,13852.68,1154.39,2442.63,0.1554,29,F,Saudável
594,moderado,4466.17,895.01,0.2004,12,True,4239.25,26281.08,2190.09,226.92,0.4904,48,F,Em observação
595,estavel,3879.58,337.51,0.087,12,True,3260.43,12124.44,1010.37,619.15,0.2604,40,F,Saudável
596,estavel,6907.94,270.59,0.0392,12,True,4102.7,23029.56,1919.13,2805.24,0.2778,42,M,Saudável
597,moderado,8101.7,1317.81,0.1627,12,True,6395.67,29615.52,2467.96,1706.03,0.3046,59,M,Saudável
598,moderado,6328.78,1094.81,0.173,12,True,6763.13,40187.76,3348.98,-434.35,0.5292,20,F,Em risco
599,alto,2487.58,1040.45,0.4183,12,True,2790.54,14657.52,1221.46,-302.96,0.491,31,M,Em risco
600,moderado,4160.38,673.26,0.1618,12,True,3948.71,4738.44,394.87,211.67,0.0949,27,F,Saudável
601,moderado,4631.05,1056.36,0.2281,12,True,2805.2,15041.52,1253.46,1825.85,0.2707,48,M,Saudável
602,alto,1683.16,818.83,0.4865,12,True,1528.83,9472.44,789.37,154.33,0.469,47,F,Em observação
603,alto,4693.66,1739.68,0.3706,12,True,4567.66,26687.28,2223.94,126.0,0.4738,40,M,Em observação
604,moderado,10568.18,2338.28,0.2213,12,True,10046.4,48778.8,4064.9,521.78,0.3846,23,F,Saudável
605,alto,5068.13,2224.93,0.439,12,True,4871.95,38955.6,3246.3,196.18,0.6405,35,M,Em observação
606,alto,7374.57,3444.48,0.4671,12,True,6529.35,36567.48,3047.29,845.22,0.4132,18,M,Em observação
607,alto,4126.02,1854.04,0.4494,12,True,3329.56,19404.0,1617.0,796.46,0.3919,56,F,Em observação
608,estavel,3676.84,73.54,0.02,12,True,2612.37,18077.88,1506.49,1064.47,0.4097,22,F,Em observação
609,moderado,4511.25,707.73,0.1569,12,True,2158.05,12285.12,1023.76,2353.2,0.2269,44,F,Saudável
610,moderado,2632.36,582.99,0.2215,12,True,2319.47,7940.88,661.74,312.89,0.2514,21,F,Saudável
611,moderado,2462.81,668.5,0.2714,12,True,2101.98,2522.4,210.2,360.83,0.0853,33,F,Saudável
612,moderado,6718.32,734.25,0.1093,12,True,6183.3,25853.52,2154.46,535.02,0.3207,50,F,Saudável
613,alto,7046.67,3292.81,0.4673,12,True,4081.73,26162.64,2180.22,2964.94,0.3094,38,F,Em observação
614,alto,2432.7,1239.41,0.5095,12,True,2277.26,10030.08,835.84,155.44,0.3436,58,F,Em observação
615,estavel,5874.38,425.0,0.0723,12,True,6989.44,45306.36,3775.53,-1115.06,0.6427,46,F,Em risco
616,moderado,3654.17,904.44,0.2475,12,True,3048.02,16178.04,1348.17,606.15,0.3689,51,F,Saudável
617,moderado,4427.85,818.47,0.1848,12,True,3581.69,26355.96,2196.33,846.16,0.496,37,F,Em observação
618,estavel,4674.39,346.05,0.074,12,True,4092.99,18453.72,1537.81,581.4,0.329,42,M,Saudável
619,estavel,5944.45,118.89,0.02,12,True,7049.05,41460.48,3455.04,-1104.6,0.5812,39,M,Em risco
620,estavel,3944.11,78.88,0.02,12,True,2507.44,14920.8,1243.4,1436.67,0.3153,32,M,Saudável
621,alto,7167.62,3563.3,0.4971,12,True,6139.62,47538.36,3961.53,1028.0,0.5527,59,F,Em observação
622,moderado,4367.7,745.79,0.1708,12,True,2952.83,5811.36,484.28,1414.87,0.1109,57,F,Saudável
623,alto,5032.33,2149.93,0.4272,12,True,3631.02,15304.2,1275.35,1401.31,0.2534,24,M,Em observação
624,moderado,2611.78,393.54,0.1507,12,True,2118.35,13911.96,1159.33,493.43,0.4439,25,M,Em observação
625,alto,10038.2,3809.51,0.3795,12,True,10665.77,83434.2,6952.85,-627.57,0.6926,26,F,Em risco
626,moderado,4694.64,992.02,0.2113,12,True,5371.51,29393.64,2449.47,-676.87,0.5218,56,M,Em risco
627,alto,5237.53,2165.83,0.4135,12,True,4717.26,21289.56,1774.13,520.27,0.3387,18,F,Em observação
628,estavel,1842.86,182.26,0.0989,12,True,1386.22,8875.68,739.64,456.64,0.4014,20,F,Em observação
629,moderado,2624.22,636.71,0.2426,12,True,3329.33,21985.8,1832.15,-705.11,0.6982,45,F,Em risco
630,alto,6632.94,3091.23,0.466,12,True,4928.54,21649.2,1804.1,1704.4,0.272,54,F,Em observação
631,alto,4323.66,1997.23,0.4619,12,True,3100.91,17472.24,1456.02,1222.75,0.3368,34,M,Em observação
632,alto,1606.09,849.44,0.5289,12,True,803.86,5759.64,479.97,802.23,0.2988,27,F,Em observação
633,estavel,6063.16,161.4,0.0266,12,True,6495.44,54839.88,4569.99,-432.28,0.7537,30,F,Em risco
634,moderado,2975.16,646.36,0.2173,12,True,2958.15,18863.16,1571.93,17.01,0.5284,24,M,Em observação
635,estavel,7171.35,979.85,0.1366,12,True,9001.51,46082.76,3840.23,-1830.16,0.5355,55,M,Em risco
636,estavel,3652.73,523.17,0.1432,12,True,2081.64,10288.8,857.4,1571.09,0.2347,50,M,Saudável
637,moderado,4166.68,620.47,0.1489,12,True,4510.31,27257.16,2271.43,-343.63,0.5451,56,F,Em risco
638,moderado,6459.36,1320.18,0.2044,12,True,5378.22,25986.48,2165.54,1081.14,0.3353,51,F,Saudável
639,alto,2537.37,1314.12,0.5179,12,True,2448.81,13177.92,1098.16,88.56,0.4328,19,F,Em observação
640,alto,2430.8,1155.61,0.4754,12,True,1272.28,3989.64,332.47,1158.52,0.1368,48,F,Em observação
641,moderado,3478.42,799.21,0.2298,12,True,3771.49,27813.6,2317.8,-293.07,0.6663,56,F,Em risco
642,alto,5513.66,2421.14,0.4391,12,True,5301.79,15840.0,1320.0,211.87,0.2394,22,M,Em observação
643,estavel,2087.79,126.96,0.0608,12,True,1697.37,7234.56,602.88,390.42,0.2888,56,M,Saudável
644,estavel,1793.89,169.36,0.0944,12,True,1679.3,8758.68,729.89,114.59,0.4069,45,M,Em observação
645,moderado,5505.1,1141.65,0.2074,12,True,3755.64,32387.76,2698.98,1749.46,0.4903,34,F,Em observação
646,alto,2896.96,1297.46,0.4479,12,True,2073.36,8872.32,739.36,823.6,0.2552,31,M,Em observação
647,estavel,3185.15,267.33,0.0839,12,True,2346.12,9011.88,750.99,839.03,0.2358,21,F,Saudável
648,moderado,1647.79,306.65,0.1861,12,True,801.66,3245.52,270.46,846.13,0.1641,29,M,Saudável
649,moderado,2799.55,690.39,0.2466,12,True,2729.89,21910.08,1825.84,69.66,0.6522,57,M,Em observação
650,estavel,3787.08,854.79,0.2257,12,True,3917.68,4701.24,391.77,-130.6,0.1034,53,F,Em risco
651,moderado,5775.77,757.5,0.1312,12,True,4006.99,12962.88,1080.24,1768.78,0.187,38,M,Saudável
652,alto,2685.72,1252.08,0.4662,12,True,2370.62,23602.68,1966.89,315.1,0.7324,45,M,Em risco
653,moderado,8011.04,1457.93,0.182,12,True,6186.15,37757.76,3146.48,1824.89,0.3928,53,F,Saudável
654,estavel,2792.54,304.02,0.1089,12,True,2454.89,7485.48,623.79,337.65,0.2234,20,M,Saudável
655,alto,2794.38,1263.98,0.4523,12,True,1975.73,9808.56,817.38,818.65,0.2925,38,M,Em observação
656,estavel,7589.85,896.31,0.1181,12,True,5016.77,25893.6,2157.8,2573.08,0.2843,30,M,Saudável
657,alto,4179.36,2126.36,0.5088,12,True,4218.54,27686.4,2307.2,-39.18,0.552,46,F,Em risco
658,estavel,2964.15,265.65,0.0896,12,True,2396.53,20013.72,1667.81,567.62,0.5627,54,F,Em observação
659,moderado,3543.77,980.22,0.2766,12,True,4195.75,24081.0,2006.75,-651.98,0.5663,32,F,Em risco
660,moderado,6985.83,718.04,0.1028,12,True,5786.61,23542.08,1961.84,1199.22,0.2808,45,F,Saudável
661,estavel,7350.68,1172.6,0.1595,12,True,4802.24,31006.92,2583.91,2548.44,0.3515,55,M,Saudável
662,alto,2631.21,1233.39,0.4688,12,True,2738.69,10360.92,863.41,-107.48,0.3281,40,M,Em risco
663,estavel,3728.13,499.17,0.1339,12,True,3480.37,11067.6,922.3,247.76,0.2474,22,F,Saudável
664,estavel,3957.34,79.15,0.02,12,True,3762.79,7044.6,587.05,194.55,0.1483,29,F,Saudável
665,estavel,2438.04,93.77,0.0385,12,True,2521.68,5605.08,467.09,-83.64,0.1916,18,M,Em risco
666,moderado,3705.96,842.35,0.2273,12,True,2603.42,8920.32,743.36,1102.54,0.2006,37,M,Saudável
667,alto,3809.11,1710.85,0.4491,12,True,3036.22,8865.72,738.81,772.89,0.194,42,M,Em observação
668,alto,6347.72,2946.32,0.4642,12,True,5009.23,28070.88,2339.24,1338.49,0.3685,48,M,Em observação
669,estavel,6542.65,878.19,0.1342,12,True,3844.89,11077.44,923.12,2697.76,0.1411,42,F,Saudável
670,moderado,3276.77,431.68,0.1317,12,True,2531.48,3037.8,253.15,745.29,0.0773,53,F,Saudável
671,estavel,3451.2,444.14,0.1287,12,True,3660.16,11569.56,964.13,-208.96,0.2794,52,F,Em risco
672,moderado,5123.99,1129.4,0.2204,12,True,4420.57,18525.12,1543.76,703.42,0.3013,38,F,Saudável
673,alto,2920.24,1284.35,0.4398,12,True,1687.05,6664.2,555.35,1233.19,0.1902,20,F,Em observação
674,moderado,4952.48,725.26,0.1464,12,True,2674.09,20791.44,1732.62,2278.39,0.3498,41,F,Saudável
675,moderado,3652.61,895.45,0.2452,12,True,4089.68,16095.48,1341.29,-437.07,0.3672,46,M,Em risco
676,moderado,2456.58,243.93,0.0993,12,True,1974.46,13082.16,1090.18,482.12,0.4438,30,F,Em observação
677,alto,2470.51,1191.82,0.4824,12,True,1737.92,8699.76,724.98,732.59,0.2935,49,M,Em observação
678,moderado,7287.62,1059.58,0.1454,12,True,5616.43,27879.12,2323.26,1671.19,0.3188,55,M,Saudável
679,estavel,3541.72,292.8,0.0827,12,True,1962.41,6939.72,578.31,1579.31,0.1633,40,F,Saudável
680,moderado,7949.91,1701.61,0.214,12,True,8555.35,42213.72,3517.81,-605.44,0.4425,32,F,Em risco
681,estavel,3015.8,417.62,0.1385,12,True,2259.59,8276.52,689.71,756.21,0.2287,24,F,Saudável
682,estavel,4332.06,307.87,0.0711,12,True,4618.55,24690.96,2057.58,-286.49,0.475,40,M,Em risco
683,estavel,11152.97,505.15,0.0453,12,True,9249.13,42682.44,3556.87,1903.84,0.3189,58,M,Saudável
684,moderado,2361.22,459.66,0.1947,12,True,2543.78,8495.4,707.95,-182.56,0.2998,21,M,Em risco
685,moderado,1617.67,458.84,0.2836,12,True,1401.23,9564.0,797.0,216.44,0.4927,20,M,Em observação
686,estavel,6779.93,724.2,0.1068,12,True,6600.82,38339.64,3194.97,179.11,0.4712,18,M,Em observação
687,moderado,2619.38,525.76,0.2007,12,True,2486.94,10528.44,877.37,132.44,0.335,18,F,Saudável
688,alto,3764.76,1649.63,0.4382,12,True,3509.48,18606.84,1550.57,255.28,0.4119,47,F,Em observação
689,alto,2919.28,1084.92,0.3716,12,True,2576.64,12597.48,1049.79,342.64,0.3596,50,F,Saudável
690,moderado,4287.37,1026.5,0.2394,12,True,3335.95,11603.52,966.96,951.42,0.2255,37,M,Saudável
691,estavel,2477.52,49.55,0.02,12,True,2885.76,14910.36,1242.53,-408.24,0.5015,54,M,Em risco
692,alto,3504.43,1708.72,0.4876,12,True,2301.54,9027.0,752.25,1202.89,0.2147,33,M,Em observação
693,estavel,4652.56,402.13,0.0864,12,True,3818.71,12751.08,1062.59,833.85,0.2284,39,M,Saudável
694,estavel,2413.94,481.21,0.1993,12,True,1985.9,4208.16,350.68,428.04,0.1453,40,M,Saudável
695,alto,2773.09,1095.35,0.395,12,True,2474.81,10875.6,906.3,298.28,0.3268,24,M,Saudável
696,moderado,3250.08,698.33,0.2149,12,True,2413.82,14629.08,1219.09,836.26,0.3751,56,M,Saudável
697,moderado,1997.78,619.14,0.3099,12,True,1751.36,6636.96,553.08,246.42,0.2768,55,M,Saudável
698,moderado,3141.97,878.4,0.2796,12,True,2480.93,23760.6,1980.05,661.04,0.6302,52,M,Em observação
699,moderado,4008.67,742.36,0.1852,12,True,2145.63,14234.64,1186.22,1863.04,0.2959,42,F,Saudável
700,estavel,3174.67,289.52,0.0912,12,True,2608.69,19272.48,1606.04,565.98,0.5059,21,F,Em observação
701,estavel,3363.16,269.39,0.0801,12,True,2091.54,13535.28,1127.94,1271.62,0.3354,28,M,Saudável
702,estavel,3766.12,354.38,0.0941,12,True,1912.48,16017.36,1334.78,1853.64,0.3544,39,M,Saudável
703,estavel,2828.98,127.49,0.0451,12,True,2389.46,8658.0,721.5,439.52,0.255,44,M,Saudável
704,alto,5186.09,2310.58,0.4455,12,True,4708.03,5649.6,470.8,478.06,0.0908,20,F,Em observação
705,estavel,7251.38,145.03,0.02,12,True,6633.6,28106.4,2342.2,617.78,0.323,42,F,Saudável
706,moderado,3083.39,699.18,0.2268,12,True,2843.17,17186.4,1432.2,240.22,0.4645,34,F,Em observação
707,alto,4727.23,2233.62,0.4725,12,True,2231.89,11857.44,988.12,2495.34,0.209,56,F,Em observação
708,alto,3411.57,1496.41,0.4386,12,True,1961.71,10859.76,904.98,1449.86,0.2653,49,F,Em observação
709,moderado,4479.32,623.73,0.1392,12,True,5264.25,39048.36,3254.03,-784.93,0.7265,47,M,Em risco
710,moderado,7687.55,2071.23,0.2694,12,True,4854.71,27806.4,2317.2,2832.84,0.3014,35,F,Saudável
711,alto,4777.41,2236.91,0.4682,12,True,4442.76,28780.44,2398.37,334.65,0.502,27,M,Em observação
712,moderado,1710.81,314.27,0.1837,12,True,1191.32,3989.52,332.46,519.49,0.1943,44,M,Saudável
713,alto,4661.32,2032.2,0.436,12,True,3889.13,11933.04,994.42,772.19,0.2133,19,M,Em observação
714,alto,6617.98,2481.52,0.375,12,True,4672.39,37124.04,3093.67,1945.59,0.4675,39,M,Em observação
715,alto,3439.35,1371.37,0.3987,12,True,3167.91,16541.64,1378.47,271.44,0.4008,37,M,Em observação
716,estavel,5947.89,315.89,0.0531,12,True,5023.7,19683.84,1640.32,924.19,0.2758,57,M,Saudável
717,moderado,2785.56,783.92,0.2814,12,True,2059.39,8075.88,672.99,726.17,0.2416,41,M,Saudável
718,estavel,1947.43,93.52,0.048,12,True,1228.77,4757.28,396.44,718.66,0.2036,31,M,Saudável
719,moderado,4049.23,1020.45,0.252,12,True,3515.54,13232.04,1102.67,533.69,0.2723,35,M,Saudável
720,alto,1723.9,729.35,0.4231,12,True,1037.29,2832.12,236.01,686.61,0.1369,33,F,Em observação
721,moderado,3411.34,792.79,0.2324,12,True,3059.79,7157.64,596.47,351.55,0.1748,31,M,Saudável
722,moderado,6780.7,1443.82,0.2129,12,True,8765.87,41103.12,3425.26,-1985.17,0.5051,23,M,Em risco
723,estavel,1608.99,198.96,0.1237,12,True,1710.41,6795.0,566.25,-101.42,0.3519,41,M,Em risco
724,alto,2136.63,904.35,0.4233,12,True,2028.31,14264.88,1188.74,108.32,0.5564,42,M,Em observação
725,estavel,2388.31,47.77,0.02,12,True,1921.61,10698.6,891.55,466.7,0.3733,53,M,Saudável
726,estavel,3693.25,73.86,0.02,12,True,1739.61,9598.44,799.87,1953.64,0.2166,49,M,Saudável
727,estavel,3223.37,172.15,0.0534,12,True,1875.96,6945.48,578.79,1347.41,0.1796,52,F,Saudável
